Sample	 Entries 	 SumofLHEWeights 	 SumofGENWeights
NMSSM_XtoYHto4B_MX-1200_MY-125_TuneCP5_13p6TeV_madgraph-pythia8	22000	4.62569e+13 	4.62569e+13
NMSSM_XtoYHto4B_MX-1200_MY-200_TuneCP5_13p6TeV_madgraph-pythia8	22000	4.54507e+13 	4.54507e+13
NMSSM_XtoYHto4B_MX-1200_MY-400_TuneCP5_13p6TeV_madgraph-pythia8	22000	4.14138e+13 	4.14138e+13
NMSSM_XtoYHto4B_MX-1200_MY-600_TuneCP5_13p6TeV_madgraph-pythia8	21310	3.35612e+13 	3.35612e+13
NMSSM_XtoYHto4B_MX-1200_MY-60_TuneCP5_13p6TeV_madgraph-pythia8	22000	4.66947e+13 	4.66947e+13
NMSSM_XtoYHto4B_MX-1200_MY-95_TuneCP5_13p6TeV_madgraph-pythia8	22000	4.6513e+13 	4.6513e+13
NMSSM_XtoYHto4B_MX-1800_MY-125_TuneCP5_13p6TeV_madgraph-pythia8	22000	5.94843e+12 	5.94843e+12
NMSSM_XtoYHto4B_MX-1800_MY-200_TuneCP5_13p6TeV_madgraph-pythia8	22000	5.91586e+12 	5.91586e+12
NMSSM_XtoYHto4B_MX-1800_MY-400_TuneCP5_13p6TeV_madgraph-pythia8	22000	5.69274e+12 	5.69274e+12
NMSSM_XtoYHto4B_MX-1800_MY-600_TuneCP5_13p6TeV_madgraph-pythia8	21313	5.1491e+12 	5.1491e+12
NMSSM_XtoYHto4B_MX-1800_MY-60_TuneCP5_13p6TeV_madgraph-pythia8	22000	5.98477e+12 	5.98477e+12
NMSSM_XtoYHto4B_MX-1800_MY-95_TuneCP5_13p6TeV_madgraph-pythia8	22000	5.97699e+12 	5.97699e+12
NMSSM_XtoYHto4B_MX-2500_MY-125_TuneCP5_13p6TeV_madgraph-pythia8	22000	8.25009e+11 	8.25009e+11
NMSSM_XtoYHto4B_MX-2500_MY-200_TuneCP5_13p6TeV_madgraph-pythia8	22000	8.22624e+11 	8.22624e+11
NMSSM_XtoYHto4B_MX-2500_MY-400_TuneCP5_13p6TeV_madgraph-pythia8	21335	7.82516e+11 	7.82516e+11
NMSSM_XtoYHto4B_MX-2500_MY-600_TuneCP5_13p6TeV_madgraph-pythia8	22000	7.79503e+11 	7.79503e+11
NMSSM_XtoYHto4B_MX-2500_MY-60_TuneCP5_13p6TeV_madgraph-pythia8	21325	8.00898e+11 	8.00898e+11
NMSSM_XtoYHto4B_MX-2500_MY-95_TuneCP5_13p6TeV_madgraph-pythia8	21339	8.02071e+11 	8.02071e+11
NMSSM_XtoYHto4B_MX-4000_MY-1000_TuneCP5_13p6TeV_madgraph-pythia8	22000	2.07113e+10 	2.07113e+10
NMSSM_XtoYHto4B_MX-4000_MY-125_TuneCP5_13p6TeV_madgraph-pythia8	21358	2.14117e+10 	2.14117e+10
NMSSM_XtoYHto4B_MX-4000_MY-200_TuneCP5_13p6TeV_madgraph-pythia8	22000	2.20571e+10 	2.20571e+10
NMSSM_XtoYHto4B_MX-4000_MY-400_TuneCP5_13p6TeV_madgraph-pythia8	22000	2.18716e+10 	2.18716e+10
NMSSM_XtoYHto4B_MX-4000_MY-600_TuneCP5_13p6TeV_madgraph-pythia8	22000	2.15926e+10 	2.15926e+10
NMSSM_XtoYHto4B_MX-4000_MY-60_TuneCP5_13p6TeV_madgraph-pythia8	22000	2.21179e+10 	2.21179e+10
NMSSM_XtoYHto4B_MX-4000_MY-95_TuneCP5_13p6TeV_madgraph-pythia8	22000	2.21199e+10 	2.21199e+10
