Sample	 Entries 	 SumofLHEWeights 	 SumofGENWeights
NMSSM_XtoYHto4B_MX-2500_MY-400_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.454e+12 	2.454e+12
NMSSM_XtoYHto4B_MX-2500_MY-600_TuneCP5_13p6TeV_madgraph-pythia8	0	0 	0
NMSSM_XtoYHto4B_MX-2500_MY-60_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.51858e+12 	2.51858e+12
NMSSM_XtoYHto4B_MX-2500_MY-90_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.51651e+12 	2.51651e+12
NMSSM_XtoYHto4B_MX-4000_MY-1000_TuneCP5_13p6TeV_madgraph-pythia8	67000	6.3116e+10 	6.3116e+10
NMSSM_XtoYHto4B_MX-4000_MY-125_TuneCP5_13p6TeV_madgraph-pythia8	0	0 	0
NMSSM_XtoYHto4B_MX-4000_MY-200_TuneCP5_13p6TeV_madgraph-pythia8	67000	6.71628e+10 	6.71628e+10
NMSSM_XtoYHto4B_MX-4000_MY-400_TuneCP5_13p6TeV_madgraph-pythia8	67000	6.66333e+10 	6.66333e+10
NMSSM_XtoYHto4B_MX-4000_MY-600_TuneCP5_13p6TeV_madgraph-pythia8	65000	6.38543e+10 	6.38543e+10
NMSSM_XtoYHto4B_MX-4000_MY-60_TuneCP5_13p6TeV_madgraph-pythia8	67000	6.73045e+10 	6.73045e+10
NMSSM_XtoYHto4B_MX-4000_MY-90_TuneCP5_13p6TeV_madgraph-pythia8	65000	6.53013e+10 	6.53013e+10
