Sample	 Entries 	 SumofLHEWeights 	 SumofGENWeights
NMSSM_XtoYHto4B_MX-2000_MY-1600_TuneCP5_13p6TeV_madgraph-pythia8	67000	3.43976e+12 	3.43976e+12
NMSSM_XtoYHto4B_MX-2000_MY-1800_TuneCP5_13p6TeV_madgraph-pythia8	67000	1.49157e+12 	1.49157e+12
NMSSM_XtoYHto4B_MX-2500_MY-70_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.51686e+12 	2.51686e+12
NMSSM_XtoYHto4B_MX-2500_MY-80_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.51666e+12 	2.51666e+12
NMSSM_XtoYHto4B_MX-2500_MY-95_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.51656e+12 	2.51656e+12
NMSSM_XtoYHto4B_MX-2500_MY-100_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.5163e+12 	2.5163e+12
NMSSM_XtoYHto4B_MX-2500_MY-150_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.51108e+12 	2.51108e+12
NMSSM_XtoYHto4B_MX-2500_MY-300_TuneCP5_13p6TeV_madgraph-pythia8	64000	2.3719e+12 	2.3719e+12
NMSSM_XtoYHto4B_MX-2500_MY-500_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.41796e+12 	2.41796e+12
NMSSM_XtoYHto4B_MX-2500_MY-800_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.25873e+12 	2.25873e+12
NMSSM_XtoYHto4B_MX-2500_MY-1000_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.1137e+12 	2.1137e+12
NMSSM_XtoYHto4B_MX-2500_MY-1200_TuneCP5_13p6TeV_madgraph-pythia8	67000	1.93352e+12 	1.93352e+12
NMSSM_XtoYHto4B_MX-2500_MY-1400_TuneCP5_13p6TeV_madgraph-pythia8	67000	1.72138e+12 	1.72138e+12
NMSSM_XtoYHto4B_MX-2500_MY-1600_TuneCP5_13p6TeV_madgraph-pythia8	64000	1.41042e+12 	1.41042e+12
NMSSM_XtoYHto4B_MX-2500_MY-1800_TuneCP5_13p6TeV_madgraph-pythia8	66000	1.17848e+12 	1.17848e+12
NMSSM_XtoYHto4B_MX-2500_MY-2000_TuneCP5_13p6TeV_madgraph-pythia8	67000	8.80234e+11 	8.80234e+11
NMSSM_XtoYHto4B_MX-3000_MY-60_TuneCP5_13p6TeV_madgraph-pythia8	67000	7.09261e+11 	7.09261e+11
NMSSM_XtoYHto4B_MX-3000_MY-70_TuneCP5_13p6TeV_madgraph-pythia8	67000	7.08863e+11 	7.08863e+11
NMSSM_XtoYHto4B_MX-3000_MY-80_TuneCP5_13p6TeV_madgraph-pythia8	67000	7.08718e+11 	7.08718e+11
NMSSM_XtoYHto4B_MX-3000_MY-90_TuneCP5_13p6TeV_madgraph-pythia8	67000	7.08687e+11 	7.08687e+11
NMSSM_XtoYHto4B_MX-3000_MY-95_TuneCP5_13p6TeV_madgraph-pythia8	67000	7.08808e+11 	7.08808e+11
NMSSM_XtoYHto4B_MX-3000_MY-100_TuneCP5_13p6TeV_madgraph-pythia8	67000	7.08446e+11 	7.08446e+11
NMSSM_XtoYHto4B_MX-3000_MY-125_TuneCP5_13p6TeV_madgraph-pythia8	67000	7.07883e+11 	7.07883e+11
NMSSM_XtoYHto4B_MX-3000_MY-150_TuneCP5_13p6TeV_madgraph-pythia8	67000	7.07498e+11 	7.07498e+11
NMSSM_XtoYHto4B_MX-3000_MY-200_TuneCP5_13p6TeV_madgraph-pythia8	67000	7.06137e+11 	7.06137e+11
NMSSM_XtoYHto4B_MX-3000_MY-300_TuneCP5_13p6TeV_madgraph-pythia8	67000	7.02198e+11 	7.02198e+11
NMSSM_XtoYHto4B_MX-3000_MY-400_TuneCP5_13p6TeV_madgraph-pythia8	65000	6.75836e+11 	6.75836e+11
NMSSM_XtoYHto4B_MX-3000_MY-500_TuneCP5_13p6TeV_madgraph-pythia8	67000	6.89419e+11 	6.89419e+11
NMSSM_XtoYHto4B_MX-3000_MY-600_TuneCP5_13p6TeV_madgraph-pythia8	67000	6.80809e+11 	6.80809e+11
NMSSM_XtoYHto4B_MX-3000_MY-800_TuneCP5_13p6TeV_madgraph-pythia8	65000	6.39049e+11 	6.39049e+11
NMSSM_XtoYHto4B_MX-3000_MY-1000_TuneCP5_13p6TeV_madgraph-pythia8	65000	6.11242e+11 	6.11242e+11
NMSSM_XtoYHto4B_MX-3000_MY-1200_TuneCP5_13p6TeV_madgraph-pythia8	67000	5.95129e+11 	5.95129e+11
NMSSM_XtoYHto4B_MX-3000_MY-1400_TuneCP5_13p6TeV_madgraph-pythia8	67000	5.5399e+11 	5.5399e+11
NMSSM_XtoYHto4B_MX-3000_MY-1600_TuneCP5_13p6TeV_madgraph-pythia8	67000	5.06379e+11 	5.06379e+11
NMSSM_XtoYHto4B_MX-3000_MY-1800_TuneCP5_13p6TeV_madgraph-pythia8	65000	4.38637e+11 	4.38637e+11
NMSSM_XtoYHto4B_MX-3000_MY-2000_TuneCP5_13p6TeV_madgraph-pythia8	65000	3.79775e+11 	3.79775e+11
NMSSM_XtoYHto4B_MX-3000_MY-2600_TuneCP5_13p6TeV_madgraph-pythia8	67000	1.67902e+11 	1.67902e+11
NMSSM_XtoYHto4B_MX-3500_MY-60_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.14102e+11 	2.14102e+11
NMSSM_XtoYHto4B_MX-3500_MY-70_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.14059e+11 	2.14059e+11
NMSSM_XtoYHto4B_MX-3500_MY-80_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.14049e+11 	2.14049e+11
NMSSM_XtoYHto4B_MX-3500_MY-90_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.14003e+11 	2.14003e+11
NMSSM_XtoYHto4B_MX-3500_MY-95_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.13912e+11 	2.13912e+11
NMSSM_XtoYHto4B_MX-3500_MY-100_TuneCP5_13p6TeV_madgraph-pythia8	65000	2.07588e+11 	2.07588e+11
NMSSM_XtoYHto4B_MX-3500_MY-125_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.13873e+11 	2.13873e+11
NMSSM_XtoYHto4B_MX-3500_MY-150_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.13745e+11 	2.13745e+11
NMSSM_XtoYHto4B_MX-3500_MY-200_TuneCP5_13p6TeV_madgraph-pythia8	65000	2.06972e+11 	2.06972e+11
NMSSM_XtoYHto4B_MX-3500_MY-300_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.12593e+11 	2.12593e+11
NMSSM_XtoYHto4B_MX-3500_MY-400_TuneCP5_13p6TeV_madgraph-pythia8	67000	2.11362e+11 	2.11362e+11
NMSSM_XtoYHto4B_MX-3500_MY-500_TuneCP5_13p6TeV_madgraph-pythia8	65000	2.03507e+11 	2.03507e+11
NMSSM_XtoYHto4B_MX-3500_MY-600_TuneCP5_13p6TeV_madgraph-pythia8	65000	2.01643e+11 	2.01643e+11
NMSSM_XtoYHto4B_MX-3500_MY-800_TuneCP5_13p6TeV_madgraph-pythia8	65000	1.96844e+11 	1.96844e+11
NMSSM_XtoYHto4B_MX-3500_MY-1000_TuneCP5_13p6TeV_madgraph-pythia8	67000	1.96586e+11 	1.96586e+11
NMSSM_XtoYHto4B_MX-3500_MY-1200_TuneCP5_13p6TeV_madgraph-pythia8	63000	1.77501e+11 	1.77501e+11
NMSSM_XtoYHto4B_MX-3500_MY-1400_TuneCP5_13p6TeV_madgraph-pythia8	67000	1.79689e+11 	1.79689e+11
NMSSM_XtoYHto4B_MX-3500_MY-1600_TuneCP5_13p6TeV_madgraph-pythia8	67000	1.69132e+11 	1.69132e+11
NMSSM_XtoYHto4B_MX-3500_MY-1800_TuneCP5_13p6TeV_madgraph-pythia8	67000	1.57164e+11 	1.57164e+11
NMSSM_XtoYHto4B_MX-3500_MY-2000_TuneCP5_13p6TeV_madgraph-pythia8	65000	1.39563e+11 	1.39563e+11
NMSSM_XtoYHto4B_MX-3500_MY-2600_TuneCP5_13p6TeV_madgraph-pythia8	67000	9.50971e+10 	9.50971e+10
NMSSM_XtoYHto4B_MX-3500_MY-3000_TuneCP5_13p6TeV_madgraph-pythia8	65000	5.33994e+10 	5.33994e+10
NMSSM_XtoYHto4B_MX-4000_MY-70_TuneCP5_13p6TeV_madgraph-pythia8	67000	6.73333e+10 	6.73333e+10
NMSSM_XtoYHto4B_MX-4000_MY-80_TuneCP5_13p6TeV_madgraph-pythia8	65000	6.52949e+10 	6.52949e+10
NMSSM_XtoYHto4B_MX-4000_MY-95_TuneCP5_13p6TeV_madgraph-pythia8	67000	6.73025e+10 	6.73025e+10
NMSSM_XtoYHto4B_MX-4000_MY-100_TuneCP5_13p6TeV_madgraph-pythia8	65000	6.52876e+10 	6.52876e+10
NMSSM_XtoYHto4B_MX-4000_MY-150_TuneCP5_13p6TeV_madgraph-pythia8	67000	6.72452e+10 	6.72452e+10
NMSSM_XtoYHto4B_MX-4000_MY-300_TuneCP5_13p6TeV_madgraph-pythia8	67000	6.69636e+10 	6.69636e+10
NMSSM_XtoYHto4B_MX-4000_MY-500_TuneCP5_13p6TeV_madgraph-pythia8	67000	6.62542e+10 	6.62542e+10
NMSSM_XtoYHto4B_MX-4000_MY-800_TuneCP5_13p6TeV_madgraph-pythia8	67000	6.4645e+10 	6.4645e+10
NMSSM_XtoYHto4B_MX-4000_MY-1200_TuneCP5_13p6TeV_madgraph-pythia8	65000	5.94193e+10 	5.94193e+10
NMSSM_XtoYHto4B_MX-4000_MY-1400_TuneCP5_13p6TeV_madgraph-pythia8	67000	5.90557e+10 	5.90557e+10
NMSSM_XtoYHto4B_MX-4000_MY-1600_TuneCP5_13p6TeV_madgraph-pythia8	67000	5.65264e+10 	5.65264e+10
NMSSM_XtoYHto4B_MX-4000_MY-1800_TuneCP5_13p6TeV_madgraph-pythia8	67000	5.36683e+10 	5.36683e+10
NMSSM_XtoYHto4B_MX-4000_MY-2000_TuneCP5_13p6TeV_madgraph-pythia8	63000	4.74392e+10 	4.74392e+10
NMSSM_XtoYHto4B_MX-4000_MY-2600_TuneCP5_13p6TeV_madgraph-pythia8	67000	3.87626e+10 	3.87626e+10
NMSSM_XtoYHto4B_MX-4000_MY-3000_TuneCP5_13p6TeV_madgraph-pythia8	65000	2.83863e+10 	2.83863e+10
NMSSM_XtoYHto4B_MX-4000_MY-3500_TuneCP5_13p6TeV_madgraph-pythia8	65000	1.48363e+10 	1.48363e+10
