Sample	 Entries 	 SumofLHEWeights 	 SumofGENWeights
NMSSM-XtoYHto4B_Par-MX-2500-MY-150_TuneCP5_13p6TeV_madgraph-pythia8	0	0 	0
NMSSM-XtoYHto4B_Par-MX-2500-MY-200_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.73623e+12 	3.73623e+12
NMSSM-XtoYHto4B_Par-MX-2500-MY-300_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.70649e+12 	3.70649e+12
NMSSM-XtoYHto4B_Par-MX-2500-MY-400_TuneCP5_13p6TeV_madgraph-pythia8	98000	3.59122e+12 	3.59122e+12
NMSSM-XtoYHto4B_Par-MX-2500-MY-500_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.60962e+12 	3.60962e+12
NMSSM-XtoYHto4B_Par-MX-2500-MY-600_TuneCP5_13p6TeV_madgraph-pythia8	97000	3.43616e+12 	3.43616e+12
NMSSM-XtoYHto4B_Par-MX-2500-MY-800_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.37339e+12 	3.37339e+12
NMSSM-XtoYHto4B_Par-MX-2500-MY-1000_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.15427e+12 	3.15427e+12
NMSSM-XtoYHto4B_Par-MX-2500-MY-1200_TuneCP5_13p6TeV_madgraph-pythia8	100000	2.88679e+12 	2.88679e+12
NMSSM-XtoYHto4B_Par-MX-2500-MY-1400_TuneCP5_13p6TeV_madgraph-pythia8	100000	2.5705e+12 	2.5705e+12
NMSSM-XtoYHto4B_Par-MX-2500-MY-1600_TuneCP5_13p6TeV_madgraph-pythia8	100000	2.20343e+12 	2.20343e+12
NMSSM-XtoYHto4B_Par-MX-2500-MY-1800_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.78608e+12 	1.78608e+12
NMSSM-XtoYHto4B_Par-MX-2500-MY-2000_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.31365e+12 	1.31365e+12
NMSSM-XtoYHto4B_Par-MX-3000-MY-60_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.05846e+12 	1.05846e+12
NMSSM-XtoYHto4B_Par-MX-3000-MY-70_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.05842e+12 	1.05842e+12
NMSSM-XtoYHto4B_Par-MX-3000-MY-80_TuneCP5_13p6TeV_madgraph-pythia8	0	0 	0
NMSSM-XtoYHto4B_Par-MX-3000-MY-90_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.05749e+12 	1.05749e+12
NMSSM-XtoYHto4B_Par-MX-3000-MY-95_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.0577e+12 	1.0577e+12
NMSSM-XtoYHto4B_Par-MX-3000-MY-100_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.05751e+12 	1.05751e+12
NMSSM-XtoYHto4B_Par-MX-3000-MY-125_TuneCP5_13p6TeV_madgraph-pythia8	0	0 	0
NMSSM-XtoYHto4B_Par-MX-3000-MY-150_TuneCP5_13p6TeV_madgraph-pythia8	97000	1.02441e+12 	1.02441e+12
NMSSM-XtoYHto4B_Par-MX-3000-MY-200_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.05394e+12 	1.05394e+12
NMSSM-XtoYHto4B_Par-MX-3000-MY-300_TuneCP5_13p6TeV_madgraph-pythia8	96000	1.00601e+12 	1.00601e+12
NMSSM-XtoYHto4B_Par-MX-3000-MY-400_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.03978e+12 	1.03978e+12
NMSSM-XtoYHto4B_Par-MX-3000-MY-500_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.02897e+12 	1.02897e+12
NMSSM-XtoYHto4B_Par-MX-3000-MY-600_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.01585e+12 	1.01585e+12
NMSSM-XtoYHto4B_Par-MX-3000-MY-800_TuneCP5_13p6TeV_madgraph-pythia8	100000	9.82837e+11 	9.82837e+11
NMSSM-XtoYHto4B_Par-MX-3000-MY-1000_TuneCP5_13p6TeV_madgraph-pythia8	95000	8.93444e+11 	8.93444e+11
NMSSM-XtoYHto4B_Par-MX-3000-MY-1200_TuneCP5_13p6TeV_madgraph-pythia8	100000	8.88253e+11 	8.88253e+11
NMSSM-XtoYHto4B_Par-MX-3000-MY-1400_TuneCP5_13p6TeV_madgraph-pythia8	100000	8.26853e+11 	8.26853e+11
NMSSM-XtoYHto4B_Par-MX-3000-MY-1600_TuneCP5_13p6TeV_madgraph-pythia8	100000	7.55644e+11 	7.55644e+11
NMSSM-XtoYHto4B_Par-MX-3000-MY-1800_TuneCP5_13p6TeV_madgraph-pythia8	100000	6.74844e+11 	6.74844e+11
NMSSM-XtoYHto4B_Par-MX-3000-MY-2000_TuneCP5_13p6TeV_madgraph-pythia8	0	0 	0
NMSSM-XtoYHto4B_Par-MX-3000-MY-2600_TuneCP5_13p6TeV_madgraph-pythia8	98000	2.45712e+11 	2.45712e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-60_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.19508e+11 	3.19508e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-70_TuneCP5_13p6TeV_madgraph-pythia8	97000	3.09848e+11 	3.09848e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-80_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.19305e+11 	3.19305e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-90_TuneCP5_13p6TeV_madgraph-pythia8	96000	3.06507e+11 	3.06507e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-95_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.19261e+11 	3.19261e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-100_TuneCP5_13p6TeV_madgraph-pythia8	92000	2.93736e+11 	2.93736e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-125_TuneCP5_13p6TeV_madgraph-pythia8	0	0 	0
NMSSM-XtoYHto4B_Par-MX-3500-MY-150_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.1891e+11 	3.1891e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-200_TuneCP5_13p6TeV_madgraph-pythia8	95040	3.0276e+11 	3.0276e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-300_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.17202e+11 	3.17202e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-400_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.15367e+11 	3.15367e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-500_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.13041e+11 	3.13041e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-600_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.10196e+11 	3.10196e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-800_TuneCP5_13p6TeV_madgraph-pythia8	100000	3.02872e+11 	3.02872e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-1000_TuneCP5_13p6TeV_madgraph-pythia8	100000	2.93399e+11 	2.93399e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-1200_TuneCP5_13p6TeV_madgraph-pythia8	100000	2.81877e+11 	2.81877e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-1400_TuneCP5_13p6TeV_madgraph-pythia8	100000	2.68207e+11 	2.68207e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-1600_TuneCP5_13p6TeV_madgraph-pythia8	100000	2.52512e+11 	2.52512e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-1800_TuneCP5_13p6TeV_madgraph-pythia8	100000	2.3466e+11 	2.3466e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-2000_TuneCP5_13p6TeV_madgraph-pythia8	95025	2.04033e+11 	2.04033e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-2600_TuneCP5_13p6TeV_madgraph-pythia8	98012	1.39098e+11 	1.39098e+11
NMSSM-XtoYHto4B_Par-MX-3500-MY-3000_TuneCP5_13p6TeV_madgraph-pythia8	100000	8.21885e+10 	8.21885e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-60_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.00496e+11 	1.00496e+11
NMSSM-XtoYHto4B_Par-MX-4000-MY-70_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.0048e+11 	1.0048e+11
NMSSM-XtoYHto4B_Par-MX-4000-MY-80_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.00471e+11 	1.00471e+11
NMSSM-XtoYHto4B_Par-MX-4000-MY-90_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.00455e+11 	1.00455e+11
NMSSM-XtoYHto4B_Par-MX-4000-MY-95_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.00477e+11 	1.00477e+11
NMSSM-XtoYHto4B_Par-MX-4000-MY-100_TuneCP5_13p6TeV_madgraph-pythia8	97051	9.74894e+10 	9.74894e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-125_TuneCP5_13p6TeV_madgraph-pythia8	0	0 	0
NMSSM-XtoYHto4B_Par-MX-4000-MY-150_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.00359e+11 	1.00359e+11
NMSSM-XtoYHto4B_Par-MX-4000-MY-200_TuneCP5_13p6TeV_madgraph-pythia8	100000	1.00257e+11 	1.00257e+11
NMSSM-XtoYHto4B_Par-MX-4000-MY-300_TuneCP5_13p6TeV_madgraph-pythia8	100000	9.99657e+10 	9.99657e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-400_TuneCP5_13p6TeV_madgraph-pythia8	99010	9.85015e+10 	9.85015e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-500_TuneCP5_13p6TeV_madgraph-pythia8	100000	9.89598e+10 	9.89598e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-600_TuneCP5_13p6TeV_madgraph-pythia8	100000	9.82347e+10 	9.82347e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-800_TuneCP5_13p6TeV_madgraph-pythia8	85300	8.23205e+10 	8.23205e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-1000_TuneCP5_13p6TeV_madgraph-pythia8	97009	9.1415e+10 	9.1415e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-1200_TuneCP5_13p6TeV_madgraph-pythia8	99004	9.05107e+10 	9.05107e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-1400_TuneCP5_13p6TeV_madgraph-pythia8	99003	8.72844e+10 	8.72844e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-1600_TuneCP5_13p6TeV_madgraph-pythia8	100000	8.4369e+10 	8.4369e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-1800_TuneCP5_13p6TeV_madgraph-pythia8	99003	7.92879e+10 	7.92879e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-2000_TuneCP5_13p6TeV_madgraph-pythia8	99000	7.4545e+10 	7.4545e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-2600_TuneCP5_13p6TeV_madgraph-pythia8	0	0 	0
NMSSM-XtoYHto4B_Par-MX-4000-MY-3000_TuneCP5_13p6TeV_madgraph-pythia8	98000	4.27925e+10 	4.27925e+10
NMSSM-XtoYHto4B_Par-MX-4000-MY-3500_TuneCP5_13p6TeV_madgraph-pythia8	0	0 	0
