Sample	 Entries 	 SumofLHEWeights 	 SumofGENWeights
NMSSM_XtoYHto4B_MX-2500_MY-600_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.16881e+12 	1.16881e+12
NMSSM_XtoYHto4B_MX-2500_MY-800_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.11308e+12 	1.11308e+12
NMSSM_XtoYHto4B_MX-2500_MY-1000_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.04117e+12 	1.04117e+12
NMSSM_XtoYHto4B_MX-2500_MY-1200_TuneCP5_13p6TeV_madgraph-pythia8	33000	9.52656e+11 	9.52656e+11
NMSSM_XtoYHto4B_MX-2500_MY-1400_TuneCP5_13p6TeV_madgraph-pythia8	33000	8.48148e+11 	8.48148e+11
NMSSM_XtoYHto4B_MX-2500_MY-1600_TuneCP5_13p6TeV_madgraph-pythia8	33000	7.27125e+11 	7.27125e+11
NMSSM_XtoYHto4B_MX-2500_MY-1800_TuneCP5_13p6TeV_madgraph-pythia8	33000	5.89251e+11 	5.89251e+11
NMSSM_XtoYHto4B_MX-2500_MY-2000_TuneCP5_13p6TeV_madgraph-pythia8	33000	4.33764e+11 	4.33764e+11
NMSSM_XtoYHto4B_MX-3000_MY-60_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.49284e+11 	3.49284e+11
NMSSM_XtoYHto4B_MX-3000_MY-70_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.49068e+11 	3.49068e+11
NMSSM_XtoYHto4B_MX-3000_MY-80_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.49089e+11 	3.49089e+11
NMSSM_XtoYHto4B_MX-3000_MY-90_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.49065e+11 	3.49065e+11
NMSSM_XtoYHto4B_MX-3000_MY-95_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.49025e+11 	3.49025e+11
NMSSM_XtoYHto4B_MX-3000_MY-100_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.48838e+11 	3.48838e+11
NMSSM_XtoYHto4B_MX-3000_MY-125_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.48834e+11 	3.48834e+11
NMSSM_XtoYHto4B_MX-3000_MY-150_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.4862e+11 	3.4862e+11
NMSSM_XtoYHto4B_MX-3000_MY-200_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.47661e+11 	3.47661e+11
NMSSM_XtoYHto4B_MX-3000_MY-300_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.45716e+11 	3.45716e+11
NMSSM_XtoYHto4B_MX-3000_MY-400_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.43212e+11 	3.43212e+11
NMSSM_XtoYHto4B_MX-3000_MY-500_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.39387e+11 	3.39387e+11
NMSSM_XtoYHto4B_MX-3000_MY-600_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.35269e+11 	3.35269e+11
NMSSM_XtoYHto4B_MX-3000_MY-800_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.24231e+11 	3.24231e+11
NMSSM_XtoYHto4B_MX-3000_MY-1000_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.10419e+11 	3.10419e+11
NMSSM_XtoYHto4B_MX-3000_MY-1200_TuneCP5_13p6TeV_madgraph-pythia8	29000	2.57592e+11 	2.57592e+11
NMSSM_XtoYHto4B_MX-3000_MY-1400_TuneCP5_13p6TeV_madgraph-pythia8	33000	2.72808e+11 	2.72808e+11
NMSSM_XtoYHto4B_MX-3000_MY-1600_TuneCP5_13p6TeV_madgraph-pythia8	33000	2.49335e+11 	2.49335e+11
NMSSM_XtoYHto4B_MX-3000_MY-1800_TuneCP5_13p6TeV_madgraph-pythia8	33000	2.22695e+11 	2.22695e+11
NMSSM_XtoYHto4B_MX-3000_MY-2000_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.92811e+11 	1.92811e+11
NMSSM_XtoYHto4B_MX-3000_MY-2600_TuneCP5_13p6TeV_madgraph-pythia8	33000	8.26794e+10 	8.26794e+10
NMSSM_XtoYHto4B_MX-3500_MY-60_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.05508e+11 	1.05508e+11
NMSSM_XtoYHto4B_MX-3500_MY-70_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.05402e+11 	1.05402e+11
NMSSM_XtoYHto4B_MX-3500_MY-80_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.05418e+11 	1.05418e+11
NMSSM_XtoYHto4B_MX-3500_MY-90_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.05366e+11 	1.05366e+11
NMSSM_XtoYHto4B_MX-3500_MY-95_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.05307e+11 	1.05307e+11
NMSSM_XtoYHto4B_MX-3500_MY-100_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.05407e+11 	1.05407e+11
NMSSM_XtoYHto4B_MX-3500_MY-125_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.05382e+11 	1.05382e+11
NMSSM_XtoYHto4B_MX-3500_MY-150_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.05274e+11 	1.05274e+11
NMSSM_XtoYHto4B_MX-3500_MY-200_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.05121e+11 	1.05121e+11
NMSSM_XtoYHto4B_MX-3500_MY-300_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.04688e+11 	1.04688e+11
NMSSM_XtoYHto4B_MX-3500_MY-400_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.04026e+11 	1.04026e+11
NMSSM_XtoYHto4B_MX-3500_MY-500_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.03364e+11 	1.03364e+11
NMSSM_XtoYHto4B_MX-3500_MY-600_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.02358e+11 	1.02358e+11
NMSSM_XtoYHto4B_MX-3500_MY-800_TuneCP5_13p6TeV_madgraph-pythia8	33000	9.99557e+10 	9.99557e+10
NMSSM_XtoYHto4B_MX-3500_MY-1000_TuneCP5_13p6TeV_madgraph-pythia8	33000	9.67858e+10 	9.67858e+10
NMSSM_XtoYHto4B_MX-3500_MY-1200_TuneCP5_13p6TeV_madgraph-pythia8	33000	9.3014e+10 	9.3014e+10
NMSSM_XtoYHto4B_MX-3500_MY-1400_TuneCP5_13p6TeV_madgraph-pythia8	33000	8.85034e+10 	8.85034e+10
NMSSM_XtoYHto4B_MX-3500_MY-1600_TuneCP5_13p6TeV_madgraph-pythia8	33000	8.33243e+10 	8.33243e+10
NMSSM_XtoYHto4B_MX-3500_MY-1800_TuneCP5_13p6TeV_madgraph-pythia8	33000	7.74385e+10 	7.74385e+10
NMSSM_XtoYHto4B_MX-3500_MY-2000_TuneCP5_13p6TeV_madgraph-pythia8	33000	7.08593e+10 	7.08593e+10
NMSSM_XtoYHto4B_MX-3500_MY-2600_TuneCP5_13p6TeV_madgraph-pythia8	33000	4.68481e+10 	4.68481e+10
NMSSM_XtoYHto4B_MX-3500_MY-3000_TuneCP5_13p6TeV_madgraph-pythia8	33000	2.71257e+10 	2.71257e+10
NMSSM_XtoYHto4B_MX-4000_MY-60_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.31524e+10 	3.31524e+10
NMSSM_XtoYHto4B_MX-4000_MY-70_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.31766e+10 	3.31766e+10
NMSSM_XtoYHto4B_MX-4000_MY-80_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.31607e+10 	3.31607e+10
NMSSM_XtoYHto4B_MX-4000_MY-90_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.31691e+10 	3.31691e+10
NMSSM_XtoYHto4B_MX-4000_MY-95_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.31381e+10 	3.31381e+10
NMSSM_XtoYHto4B_MX-4000_MY-100_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.3142e+10 	3.3142e+10
NMSSM_XtoYHto4B_MX-4000_MY-125_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.31309e+10 	3.31309e+10
NMSSM_XtoYHto4B_MX-4000_MY-150_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.31194e+10 	3.31194e+10
NMSSM_XtoYHto4B_MX-4000_MY-200_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.30952e+10 	3.30952e+10
NMSSM_XtoYHto4B_MX-4000_MY-300_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.29831e+10 	3.29831e+10
NMSSM_XtoYHto4B_MX-4000_MY-400_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.28519e+10 	3.28519e+10
NMSSM_XtoYHto4B_MX-4000_MY-500_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.26464e+10 	3.26464e+10
NMSSM_XtoYHto4B_MX-4000_MY-600_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.24214e+10 	3.24214e+10
NMSSM_XtoYHto4B_MX-4000_MY-800_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.18424e+10 	3.18424e+10
NMSSM_XtoYHto4B_MX-4000_MY-1000_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.10941e+10 	3.10941e+10
NMSSM_XtoYHto4B_MX-4000_MY-1200_TuneCP5_13p6TeV_madgraph-pythia8	33000	3.01799e+10 	3.01799e+10
NMSSM_XtoYHto4B_MX-4000_MY-1400_TuneCP5_13p6TeV_madgraph-pythia8	33000	2.9093e+10 	2.9093e+10
NMSSM_XtoYHto4B_MX-4000_MY-1600_TuneCP5_13p6TeV_madgraph-pythia8	33000	2.78573e+10 	2.78573e+10
NMSSM_XtoYHto4B_MX-4000_MY-1800_TuneCP5_13p6TeV_madgraph-pythia8	33000	2.64374e+10 	2.64374e+10
NMSSM_XtoYHto4B_MX-4000_MY-2000_TuneCP5_13p6TeV_madgraph-pythia8	33000	2.48463e+10 	2.48463e+10
NMSSM_XtoYHto4B_MX-4000_MY-2600_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.90856e+10 	1.90856e+10
NMSSM_XtoYHto4B_MX-4000_MY-3000_TuneCP5_13p6TeV_madgraph-pythia8	33000	1.44108e+10 	1.44108e+10
NMSSM_XtoYHto4B_MX-4000_MY-3500_TuneCP5_13p6TeV_madgraph-pythia8	33000	7.53359e+09 	7.53359e+09
